Accession	TF	Tissue	Cell	IMPACT	File	CellDeriv
GSM970257	GATA1	BLOOD	CD34+	20	PRJNA157469_GSM970257_GATA1_peaks.narrowPeak	Hematopoietic progenitors 
GSM970258	GATA1	BLOOD	CD34+	20	PRJNA157469_GSM970258_GATA1_peaks.narrowPeak	Hematopoietic progenitors 
GSM989353	PBX1	BREAST	MCF-7-LTED	115	PRJNA159579_GSM989353_PBX1_peaks.narrowPeak	Breast
GSM916523	FOXA1	PROSTATE	LNCAP	44	PRJNA159621_GSM916523_FOXA1_peaks.narrowPeak	Prostate
GSM916524	FOXA1	PROSTATE	LNCAP	44	PRJNA159621_GSM916524_FOXA1_peaks.narrowPeak	Prostate
GSM927071	ERG	PROSTATE	RWPE-1	51	PRJNA163079_GSM927071_ERG_peaks.narrowPeak	Prostate
GSM934612	VDR	LIVER	LX2	116	PRJNA167284_GSM934612_VDR_peaks.narrowPeak	Liver
GSM934614	VDR	LIVER	LX2	116	PRJNA167284_GSM934614_VDR_peaks.narrowPeak	Liver
GSM934615	SMAD3	LIVER	LX2	117	PRJNA167284_GSM934615_SMAD3_peaks.narrowPeak	Liver
GSM934616	SMAD3	LIVER	LX2	117	PRJNA167284_GSM934616_SMAD3_peaks.narrowPeak	Liver
GSM934617	VDR	LIVER	LX2	116	PRJNA167284_GSM934617_VDR_peaks.narrowPeak	Liver
GSM934618	VDR	LIVER	LX2	116	PRJNA167284_GSM934618_VDR_peaks.narrowPeak	Liver
GSM941710	CTCF	BLOOD	BCBL1	118	PRJNA167828_GSM941710_CTCF_peaks.narrowPeak	B cell
GSM945598	IRF5	BLOOD	PBMC	119	PRJNA168219_GSM945598_IRF5_peaks.narrowPeak	PBMC
GSM945599	IRF5	BLOOD	PBMC	119	PRJNA168219_GSM945599_IRF5_peaks.narrowPeak	PBMC
GSM945600	IRF5	BLOOD	PBMC	119	PRJNA168219_GSM945600_IRF5_peaks.narrowPeak	PBMC
GSM945601	IRF5	BLOOD	PBMC	119	PRJNA168219_GSM945601_IRF5_peaks.narrowPeak	PBMC
GSM945602	IRF5	BLOOD	PBMC	119	PRJNA168219_GSM945602_IRF5_peaks.narrowPeak	PBMC
GSM945603	IRF5	BLOOD	PBMC	119	PRJNA168219_GSM945603_IRF5_peaks.narrowPeak	PBMC
GSM945604	IRF5	BLOOD	PBMC	119	PRJNA168219_GSM945604_IRF5_peaks.narrowPeak	PBMC
GSM945605	IRF5	BLOOD	PBMC	119	PRJNA168219_GSM945605_IRF5_peaks.narrowPeak	PBMC
GSM945606	STAT4	BLOOD	PBMC	120	PRJNA168219_GSM945606_STAT4_peaks.narrowPeak	PBMC
GSM945607	STAT4	BLOOD	PBMC	120	PRJNA168219_GSM945607_STAT4_peaks.narrowPeak	PBMC
GSM945608	STAT4	BLOOD	PBMC	120	PRJNA168219_GSM945608_STAT4_peaks.narrowPeak	PBMC
GSM945609	STAT4	BLOOD	PBMC	120	PRJNA168219_GSM945609_STAT4_peaks.narrowPeak	PBMC
GSM945610	STAT4	BLOOD	PBMC	120	PRJNA168219_GSM945610_STAT4_peaks.narrowPeak	PBMC
GSM945611	STAT4	BLOOD	PBMC	120	PRJNA168219_GSM945611_STAT4_peaks.narrowPeak	PBMC
GSM945612	STAT4	BLOOD	PBMC	120	PRJNA168219_GSM945612_STAT4_peaks.narrowPeak	PBMC
GSM951849	HSF1	BREAST	HMEC	121	PRJNA169333_GSM951849_HSF1_peaks.narrowPeak	Breast
GSM951853	HSF1	BREAST	HMEC	121	PRJNA169333_GSM951853_HSF1_peaks.narrowPeak	Breast
GSM951855	HSF1	BREAST	BPE	122	PRJNA169333_GSM951855_HSF1_peaks.narrowPeak	Breast
GSM951859	HSF1	BREAST	BPLER	123	PRJNA169333_GSM951859_HSF1_peaks.narrowPeak	Breast
GSM951861	HSF1	BREAST	MCF 10A	124	PRJNA169333_GSM951861_HSF1_peaks.narrowPeak	Breast
GSM951862	HSF1	BREAST	MCF 10A	124	PRJNA169333_GSM951862_HSF1_peaks.narrowPeak	Breast
GSM951864	HSF1	BREAST	MCF 10A	124	PRJNA169333_GSM951864_HSF1_peaks.narrowPeak	Breast
GSM951865	HSF1	BREAST	MCF 10A	124	PRJNA169333_GSM951865_HSF1_peaks.narrowPeak	Breast
GSM951867	HSF1	LUNG	NCI-H1703	125	PRJNA169333_GSM951867_HSF1_peaks.narrowPeak	Lung
GSM951868	HSF1	LUNG	NCI-H1703	125	PRJNA169333_GSM951868_HSF1_peaks.narrowPeak	Lung
GSM951870	HSF1	BREAST	ZR-75-1	126	PRJNA169333_GSM951870_HSF1_peaks.narrowPeak	Breast
GSM951871	HSF1	BREAST	ZR-75-1	126	PRJNA169333_GSM951871_HSF1_peaks.narrowPeak	Breast
GSM951876	HSF1	GI	HCT-15	127	PRJNA169333_GSM951876_HSF1_peaks.narrowPeak	Colon
GSM951877	HSF1	GI	HCT-15	127	PRJNA169333_GSM951877_HSF1_peaks.narrowPeak	Colon
GSM951879	HSF1	GI	HT-29	128	PRJNA169333_GSM951879_HSF1_peaks.narrowPeak	Colon
GSM951880	HSF1	GI	HT-29	128	PRJNA169333_GSM951880_HSF1_peaks.narrowPeak	Colon
GSM951882	HSF1	BREAST	MCF-7	129	PRJNA169333_GSM951882_HSF1_peaks.narrowPeak	Breast
GSM951883	HSF1	BREAST	MCF-7	129	PRJNA169333_GSM951883_HSF1_peaks.narrowPeak	Breast
GSM951885	HSF1	LUNG	NCI-H441	130	PRJNA169333_GSM951885_HSF1_peaks.narrowPeak	Lung
GSM951886	HSF1	LUNG	NCI-H441	130	PRJNA169333_GSM951886_HSF1_peaks.narrowPeak	Lung
GSM951888	HSF1	BREAST	SK-BR-3	131	PRJNA169333_GSM951888_HSF1_peaks.narrowPeak	Breast
GSM951889	HSF1	BREAST	SK-BR-3	131	PRJNA169333_GSM951889_HSF1_peaks.narrowPeak	Breast
GSM951891	HSF1	LUNG	NCI-H838	132	PRJNA169333_GSM951891_HSF1_peaks.narrowPeak	Lung
GSM951892	HSF1	LUNG	NCI-H838	132	PRJNA169333_GSM951892_HSF1_peaks.narrowPeak	Lung
GSM951894	HSF1	BREAST	BT-20	133	PRJNA169333_GSM951894_HSF1_peaks.narrowPeak	Breast
GSM951895	HSF1	BREAST	BT-20	133	PRJNA169333_GSM951895_HSF1_peaks.narrowPeak	Breast
GSM951897	HSF1	BREAST	BPE	122	PRJNA169333_GSM951897_HSF1_peaks.narrowPeak	Breast
GSM951898	HSF1	BREAST	HMEC	121	PRJNA169333_GSM951898_HSF1_peaks.narrowPeak	Breast
GSM951900	HSF1	BREAST	Breast cancer cells	134	PRJNA169333_GSM951900_HSF1_peaks.narrowPeak	Breast
GSM951901	HSF1	BREAST	Breast cancer cells	134	PRJNA169333_GSM951901_HSF1_peaks.narrowPeak	Breast
GSM951903	HSF1	BREAST	Breast cancer cells	134	PRJNA169333_GSM951903_HSF1_peaks.narrowPeak	Breast
GSM951904	HSF1	BREAST	Breast cancer cells	134	PRJNA169333_GSM951904_HSF1_peaks.narrowPeak	Breast
GSM951906	HSF1	GI	Colon cancer	135	PRJNA169333_GSM951906_HSF1_peaks.narrowPeak	Colon
GSM951907	HSF1	GI	Colon cancer	135	PRJNA169333_GSM951907_HSF1_peaks.narrowPeak	Colon
GSM951909	HSF1	GI	Colon cancer	135	PRJNA169333_GSM951909_HSF1_peaks.narrowPeak	Colon
GSM951910	HSF1	GI	Colon cancer	135	PRJNA169333_GSM951910_HSF1_peaks.narrowPeak	Colon
GSM955977	HIF1A	VASCULAR	HUVEC	136	PRJNA169935_GSM955977_HIF1A_peaks.narrowPeak	Endothelial
GSM955978	HIF1A	VASCULAR	HUVEC	136	PRJNA169935_GSM955978_HIF1A_peaks.narrowPeak	Endothelial
GSM957608	GATA3	BLOOD	RPMI 8402	137	PRJNA170151_GSM957608_GATA3_peaks.narrowPeak	T cell
GSM957609	GATA3	BLOOD	RPMI 8402	137	PRJNA170151_GSM957609_GATA3_peaks.narrowPeak	T cell
GSM958752	FOXA1	LIVER	HuH-7	138	PRJNA170314_GSM958752_FOXA1_peaks.narrowPeak	Liver
GSM958753	FOXA1	LIVER	HuH-7	138	PRJNA170314_GSM958753_FOXA1_peaks.narrowPeak	Liver
GSM958754	FOXA1	LIVER	HuH-7	138	PRJNA170314_GSM958754_FOXA1_peaks.narrowPeak	Liver
GSM958755	FOXA1	LIVER	HuH-7	138	PRJNA170314_GSM958755_FOXA1_peaks.narrowPeak	Liver
GSM958756	FOXA1	LIVER	HuH-7	138	PRJNA170314_GSM958756_FOXA1_peaks.narrowPeak	Liver
GSM958757	FOXA1	LIVER	HuH-7	138	PRJNA170314_GSM958757_FOXA1_peaks.narrowPeak	Liver
GSM983105	FOXA1	LUNG	NCI-H3122	139	PRJNA172254_GSM983105_FOXA1_peaks.narrowPeak	Lung
GSM984391	FOXA1	PROSTATE	C4-2	140	PRJNA172760_GSM984391_FOXA1_peaks.narrowPeak	Prostate
GSM984392	FOXA1	PROSTATE	C4-2	140	PRJNA172760_GSM984392_FOXA1_peaks.narrowPeak	Prostate
GSM986059	ESR1	BREAST	MCF-7	11	PRJNA172877_GSM986059_ESR1_peaks.narrowPeak	Breast
GSM986060	ESR1	BREAST	MCF-7	11	PRJNA172877_GSM986060_ESR1_peaks.narrowPeak	Breast
GSM986063	ESR1	BREAST	MCF-7	11	PRJNA172877_GSM986063_ESR1_peaks.narrowPeak	Breast
GSM986064	ESR1	BREAST	MCF-7	11	PRJNA172877_GSM986064_ESR1_peaks.narrowPeak	Breast
GSM986065	FOXA1	BREAST	MCF-7	91	PRJNA172877_GSM986065_FOXA1_peaks.narrowPeak	Breast
GSM986066	FOXA1	BREAST	MCF-7	91	PRJNA172877_GSM986066_FOXA1_peaks.narrowPeak	Breast
GSM986067	GATA3	BREAST	MCF-7	141	PRJNA172877_GSM986067_GATA3_peaks.narrowPeak	Breast
GSM986068	GATA3	BREAST	MCF-7	141	PRJNA172877_GSM986068_GATA3_peaks.narrowPeak	Breast
GSM986070	GATA3	BREAST	MCF-7	141	PRJNA172877_GSM986070_GATA3_peaks.narrowPeak	Breast
GSM986071	GATA3	BREAST	MCF-7	141	PRJNA172877_GSM986071_GATA3_peaks.narrowPeak	Breast
GSM986072	GATA3	BREAST	MCF-7	141	PRJNA172877_GSM986072_GATA3_peaks.narrowPeak	Breast
GSM986089	ESR1	BREAST	ZR-75-1	89	PRJNA172877_GSM986089_ESR1_peaks.narrowPeak	Breast
GSM986090	ESR1	BREAST	ZR-75-1	89	PRJNA172877_GSM986090_ESR1_peaks.narrowPeak	Breast
GSM991659	E2F7	FIBROBLAST	IMR-90	142	PRJNA173795_GSM991659_E2F7_peaks.narrowPeak	Lung
GSM991660	E2F7	FIBROBLAST	IMR-90	142	PRJNA173795_GSM991660_E2F7_peaks.narrowPeak	Lung
GSM991661	E2F7	FIBROBLAST	IMR-90	142	PRJNA173795_GSM991661_E2F7_peaks.narrowPeak	Lung
GSM991662	E2F7	FIBROBLAST	IMR-90	142	PRJNA173795_GSM991662_E2F7_peaks.narrowPeak	Lung
GSM991663	E2F7	FIBROBLAST	IMR-90	142	PRJNA173795_GSM991663_E2F7_peaks.narrowPeak	Lung
GSM1007997	CTCF	FIBROBLAST	WI-38	143	PRJNA175631_GSM1007997_CTCF_peaks.narrowPeak	Lung
GSM1007998	CTCF	FIBROBLAST	WI-38	143	PRJNA175631_GSM1007998_CTCF_peaks.narrowPeak	Lung
GSM1008617	MAX	LUNG	NCI-H2171	106	PRJNA175830_GSM1008617_MAX_peaks.narrowPeak	Lung
GSM1008618	MAX	LUNG	NCI-H128	104	PRJNA175830_GSM1008618_MAX_peaks.narrowPeak	Lung
GSM1008619	MYC	LUNG	NCI-H128	103	PRJNA175830_GSM1008619_MYC_peaks.narrowPeak	Lung
GSM1008620	MYC	LUNG	NCI-H2171	105	PRJNA175830_GSM1008620_MYC_peaks.narrowPeak	Lung
GSM1009647	ETS1	VASCULAR	HUVEC	144	PRJNA176027_GSM1009647_ETS1_peaks.narrowPeak	Endothelial
GSM1009648	ETS1	VASCULAR	HUVEC	144	PRJNA176027_GSM1009648_ETS1_peaks.narrowPeak	Endothelial
GSM1009649	ETS1	VASCULAR	HUVEC	144	PRJNA176027_GSM1009649_ETS1_peaks.narrowPeak	Endothelial
GSM1009650	ETS1	VASCULAR	HUVEC	144	PRJNA176027_GSM1009650_ETS1_peaks.narrowPeak	Endothelial
GSM1019122	E2F4	BREAST	MCF-7	145	PRJNA177430_GSM1019122_E2F4_peaks.narrowPeak	Breast
GSM1019123	E2F4	BREAST	MCF-7	145	PRJNA177430_GSM1019123_E2F4_peaks.narrowPeak	Breast
GSM1019125	ESR1	BREAST	MCF-7	11	PRJNA177430_GSM1019125_ESR1_peaks.narrowPeak	Breast
GSM1019128	ESR1	BREAST	MCF-7	11	PRJNA177430_GSM1019128_ESR1_peaks.narrowPeak	Breast
GSM1019131	ESR1	BREAST	MCF-7	11	PRJNA177430_GSM1019131_ESR1_peaks.narrowPeak	Breast
GSM1019134	KLF4	BREAST	MCF-7	146	PRJNA177430_GSM1019134_KLF4_peaks.narrowPeak	Breast
GSM1019136	RXRA	BREAST	MCF-7	147	PRJNA177430_GSM1019136_RXRA_peaks.narrowPeak	Breast
GSM1020363	PPARG	ADIPOCYTE	SGBS	36	PRJNA177774_GSM1020363_PPARG_peaks.narrowPeak	Adipocytes
GSM1020364	CEBPA	ADIPOCYTE	SGBS	148	PRJNA177774_GSM1020364_CEBPA_peaks.narrowPeak	Adipocytes
GSM1024800	ARNT	BREAST	MCF-7	149	PRJNA178231_GSM1024800_ARNT_peaks.narrowPeak	Breast
GSM1032075	RUNX1	BLOOD	SEM	150	PRJNA179081_GSM1032075_RUNX1_peaks.narrowPeak	B cell
GSM1033754	MYC	BLOOD	Plasma Cells	151	PRJNA179218_GSM1033754_MYC_peaks.narrowPeak	Plasma
GSM1033759	MAX	BLOOD	Plasma Cells	152	PRJNA179218_GSM1033759_MAX_peaks.narrowPeak	Plasma
GSM1036404	MYC	BLOOD	P493-6	98	PRJNA179481_GSM1036404_MYC_peaks.narrowPeak	B cell
GSM1036406	MAX	BLOOD	P493-6	100	PRJNA179481_GSM1036406_MAX_peaks.narrowPeak	B cell
GSM1045363	RUNX1	BLOOD	Jurkat	153	PRJNA182318_GSM1045363_RUNX1_peaks.narrowPeak	T cell
GSM1055825	CTCF	FIBROBLAST	Lung fibroblasts	154	PRJNA184350_GSM1055825_CTCF_peaks.narrowPeak	Fibroblast
GSM1057372	ZFX	BLOOD	NOMO-1	155	PRJNA184723_GSM1057372_ZFX_peaks.narrowPeak	Monocyte
GSM1057374	ZFX	BLOOD	RPMI 8402	156	PRJNA184723_GSM1057374_ZFX_peaks.narrowPeak	T cell
GSM1057010	STAT1	BLOOD	Monocytes-CD14+	157	PRJNA184728_GSM1057010_STAT1_peaks.narrowPeak	Monocyte
GSM1057011	STAT1	BLOOD	Monocytes-CD14+	157	PRJNA184728_GSM1057011_STAT1_peaks.narrowPeak	Monocyte
GSM1057012	STAT1	BLOOD	Monocytes-CD14+	157	PRJNA184728_GSM1057012_STAT1_peaks.narrowPeak	Monocyte
GSM1057013	STAT1	BLOOD	Monocytes-CD14+	157	PRJNA184728_GSM1057013_STAT1_peaks.narrowPeak	Monocyte
GSM1057014	STAT1	BLOOD	Monocytes-CD14+	157	PRJNA184728_GSM1057014_STAT1_peaks.narrowPeak	Monocyte
GSM1057015	STAT1	BLOOD	Monocytes-CD14+	157	PRJNA184728_GSM1057015_STAT1_peaks.narrowPeak	Monocyte
GSM1057024	IRF1	BLOOD	Monocytes-CD14+	158	PRJNA184728_GSM1057024_IRF1_peaks.narrowPeak	Monocyte
GSM1057025	IRF1	BLOOD	Monocytes-CD14+	158	PRJNA184728_GSM1057025_IRF1_peaks.narrowPeak	Monocyte
GSM1057026	IRF1	BLOOD	Monocytes-CD14+	158	PRJNA184728_GSM1057026_IRF1_peaks.narrowPeak	Monocyte
GSM1057027	IRF1	BLOOD	Monocytes-CD14+	158	PRJNA184728_GSM1057027_IRF1_peaks.narrowPeak	Monocyte
GSM1056928	ETS1	BLOOD	Treg	159	PRJNA185269_GSM1056928_ETS1_peaks.narrowPeak	Treg
GSM1056929	ETS1	BLOOD	Treg	159	PRJNA185269_GSM1056929_ETS1_peaks.narrowPeak	Treg
GSM1056930	ETS1	BLOOD	Treg	159	PRJNA185269_GSM1056930_ETS1_peaks.narrowPeak	Treg
GSM1056931	ETS1	BLOOD	CD4-Positive T-Lymphocytes	160	PRJNA185269_GSM1056931_ETS1_peaks.narrowPeak	CD4 T cell
GSM1056932	ETS1	BLOOD	CD4-Positive T-Lymphocytes	160	PRJNA185269_GSM1056932_ETS1_peaks.narrowPeak	CD4 T cell
GSM1056933	RUNX1	BLOOD	Treg	161	PRJNA185269_GSM1056933_RUNX1_peaks.narrowPeak	Treg
GSM1056934	RUNX1	BLOOD	CD4-Positive T-Lymphocytes	162	PRJNA185269_GSM1056934_RUNX1_peaks.narrowPeak	CD4 T cell
GSM1056935	RUNX1	BLOOD	CD4-Positive T-Lymphocytes	162	PRJNA185269_GSM1056935_RUNX1_peaks.narrowPeak	CD4 T cell
GSM1056936	FOXP3	BLOOD	Treg	163	PRJNA185269_GSM1056936_FOXP3_peaks.narrowPeak	Treg
GSM1056937	FOXP3	BLOOD	Treg	163	PRJNA185269_GSM1056937_FOXP3_peaks.narrowPeak	Treg
GSM1056938	FOXP3	BLOOD	CD4-Positive T-Lymphocytes	164	PRJNA185269_GSM1056938_FOXP3_peaks.narrowPeak	CD4 T cell
GSM1056939	FOXP3	BLOOD	CD4-Positive T-Lymphocytes	164	PRJNA185269_GSM1056939_FOXP3_peaks.narrowPeak	CD4 T cell
GSM898060	BCL6	BLOOD	B-Lymphocytes	165	PRJNA185984_GSM898060_BCL6_peaks.narrowPeak	B cell
GSM1065711	HSF1	BLOOD	K-562	166	PRJNA186755_GSM1065711_HSF1_peaks.narrowPeak	Myeloid
GSM1065712	HSF2	BLOOD	K-562	167	PRJNA186755_GSM1065712_HSF2_peaks.narrowPeak	Myeloid
GSM1065714	HSF1	BLOOD	K-562	166	PRJNA186755_GSM1065714_HSF1_peaks.narrowPeak	Myeloid
GSM1065715	HSF2	BLOOD	K-562	167	PRJNA186755_GSM1065715_HSF2_peaks.narrowPeak	Myeloid
GSM1065721	HSF1	BLOOD	K-562	166	PRJNA186755_GSM1065721_HSF1_peaks.narrowPeak	Myeloid
GSM1065722	HSF2	BLOOD	K-562	167	PRJNA186755_GSM1065722_HSF2_peaks.narrowPeak	Myeloid
GSM1067274	GATA1	BLOOD	Erythroid Cells	168	PRJNA186857_GSM1067274_GATA1_peaks.narrowPeak	Erythroid
GSM1067275	KLF1	BLOOD	Erythroid Cells	169	PRJNA186857_GSM1067275_KLF1_peaks.narrowPeak	Erythroid
GSM1067276	NFE2	BLOOD	Erythroid Cells	170	PRJNA186857_GSM1067276_NFE2_peaks.narrowPeak	Erythroid
GSM1070125	CTCF	BLOOD	MM.1S	171	PRJNA187203_GSM1070125_CTCF_peaks.narrowPeak	Multiple Myeloma
GSM1187229	ASCL1	FIBROBLAST	Dermal fibroblast	172	PRJNA188177_GSM1187229_ASCL1_peaks.narrowPeak	Fibroblast
GSM1187231	ASCL1	SKIN	Keratinocytes	173	PRJNA188177_GSM1187231_ASCL1_peaks.narrowPeak	Keratinocyte
GSM1076109	ESR1	PROSTATE	VCaP	174	PRJNA188302_GSM1076109_ESR1_peaks.narrowPeak	Prostate
GSM1076110	ESR1	PROSTATE	VCaP	174	PRJNA188302_GSM1076110_ESR1_peaks.narrowPeak	Prostate
GSM1076111	ESR1	PROSTATE	VCaP	174	PRJNA188302_GSM1076111_ESR1_peaks.narrowPeak	Prostate
GSM1076112	ESR1	PROSTATE	NCI-H660	175	PRJNA188302_GSM1076112_ESR1_peaks.narrowPeak	Prostate
GSM1084783	TEAD4	GI	MKN-28	176	PRJNA189846_GSM1084783_TEAD4_peaks.narrowPeak	Stomach
GSM1084785	TEAD4	GI	SNU-216	177	PRJNA189846_GSM1084785_TEAD4_peaks.narrowPeak	Stomach
GSM1084800	BACH2	BLOOD	OCI-LY-7	178	PRJNA189941_GSM1084800_BACH2_peaks.narrowPeak	B cell
GSM1084801	BCL6	BLOOD	OCI-LY-7	179	PRJNA189941_GSM1084801_BCL6_peaks.narrowPeak	B cell
GSM1086293	PAX5	BLOOD	RAJI	180	PRJNA190710_GSM1086293_PAX5_peaks.narrowPeak	B cell
GSM1086294	PAX5	BLOOD	RAJI	180	PRJNA190710_GSM1086294_PAX5_peaks.narrowPeak	B cell
GSM1086295	PAX5	BLOOD	NAMALWA	181	PRJNA190710_GSM1086295_PAX5_peaks.narrowPeak	B cell
GSM1086296	PAX5	BLOOD	NAMALWA	181	PRJNA190710_GSM1086296_PAX5_peaks.narrowPeak	B cell
GSM1086297	PAX5	BLOOD	L-428	182	PRJNA190710_GSM1086297_PAX5_peaks.narrowPeak	Lung
GSM1086298	PAX5	BLOOD	L-428	182	PRJNA190710_GSM1086298_PAX5_peaks.narrowPeak	Lung
GSM1088663	MYC	UTERUS	HeLa	183	PRJNA190879_GSM1088663_MYC_peaks.narrowPeak	Cervix
GSM1231597	MYC	SARCOMA	U2OS	184	PRJNA190879_GSM1231597_MYC_peaks.narrowPeak	Bone
GSM1231598	MYC	SARCOMA	U2OS	184	PRJNA190879_GSM1231598_MYC_peaks.narrowPeak	Bone
GSM1097879	ERG	BLOOD	CD34+	185	PRJNA193088_GSM1097879_ERG_peaks.narrowPeak	Hematopoietic progenitors 
GSM1097880	FLI1	BLOOD	CD34+	23	PRJNA193088_GSM1097880_FLI1_peaks.narrowPeak	Hematopoietic progenitors 
GSM1097883	GATA2	BLOOD	CD34+	21	PRJNA193088_GSM1097883_GATA2_peaks.narrowPeak	Hematopoietic progenitors 
GSM1097884	RUNX1	BLOOD	CD34+	22	PRJNA193088_GSM1097884_RUNX1_peaks.narrowPeak	Hematopoietic progenitors 
GSM1099029	MYC	BREAST	MDA-MB-453	186	PRJNA193202_GSM1099029_MYC_peaks.narrowPeak	Breast
GSM1099031	FOXA1	BREAST	MDA-MB-453	187	PRJNA193202_GSM1099031_FOXA1_peaks.narrowPeak	Breast
GSM1103555	ZFX	NEURAL	Daoy	188	PRJNA194396_GSM1103555_ZFX_peaks.narrowPeak	Brain
GSM1113427	RUNX1	BLOOD	Kasumi-1	67	PRJNA196162_GSM1113427_RUNX1_peaks.narrowPeak	Myeloid
GSM1113428	RUNX1	BLOOD	Kasumi-1	67	PRJNA196162_GSM1113428_RUNX1_peaks.narrowPeak	Myeloid
GSM1113431	RUNX1	BLOOD	Kasumi-1	67	PRJNA196162_GSM1113431_RUNX1_peaks.narrowPeak	Myeloid
GSM1113432	RUNX1	BLOOD	Kasumi-1	67	PRJNA196162_GSM1113432_RUNX1_peaks.narrowPeak	Myeloid
GSM1113433	TFAP4	BLOOD	Kasumi-1	189	PRJNA196162_GSM1113433_TFAP4_peaks.narrowPeak	Myeloid
GSM1113434	TFAP4	BLOOD	Kasumi-1	189	PRJNA196162_GSM1113434_TFAP4_peaks.narrowPeak	Myeloid
GSM1113437	RUNX1	BLOOD	Kasumi-1	67	PRJNA196162_GSM1113437_RUNX1_peaks.narrowPeak	Myeloid
GSM1113438	RUNX1	BLOOD	Kasumi-1	67	PRJNA196162_GSM1113438_RUNX1_peaks.narrowPeak	Myeloid
GSM1116653	HSF1	BREAST	MCF-7	129	PRJNA196591_GSM1116653_HSF1_peaks.narrowPeak	Breast
GSM1116654	HSF1	BREAST	MCF-7	129	PRJNA196591_GSM1116654_HSF1_peaks.narrowPeak	Breast
GSM1116658	HSF1	BREAST	MCF-7	129	PRJNA196591_GSM1116658_HSF1_peaks.narrowPeak	Breast
GSM1116659	HSF1	BREAST	MCF-7	129	PRJNA196591_GSM1116659_HSF1_peaks.narrowPeak	Breast
GSM1116663	HSF1	BLOOD	M0-91	190	PRJNA196591_GSM1116663_HSF1_peaks.narrowPeak	Myeloid
GSM1116665	HSF1	BLOOD	M0-91	190	PRJNA196591_GSM1116665_HSF1_peaks.narrowPeak	Myeloid
GSM1116666	HSF1	BLOOD	M0-91	190	PRJNA196591_GSM1116666_HSF1_peaks.narrowPeak	Myeloid
GSM1116668	HSF1	BLOOD	M0-91	190	PRJNA196591_GSM1116668_HSF1_peaks.narrowPeak	Myeloid
GSM1116671	HSF1	BLOOD	M0-91	190	PRJNA196591_GSM1116671_HSF1_peaks.narrowPeak	Myeloid
GSM1116672	HSF1	BLOOD	M0-91	190	PRJNA196591_GSM1116672_HSF1_peaks.narrowPeak	Myeloid
GSM1122667	CTCF	BREAST	SUM 159PT	191	PRJNA197196_GSM1122667_CTCF_peaks.narrowPeak	Breast
GSM1125261	FOSL1	BREAST	BT-549	192	PRJNA197435_GSM1125261_FOSL1_peaks.narrowPeak	Breast
GSM1125262	JUN	BREAST	BT-549	193	PRJNA197435_GSM1125262_JUN_peaks.narrowPeak	Breast
GSM1125982	GRHL2	LUNG	Tracheal epithelial cells	194	PRJNA198009_GSM1125982_GRHL2_peaks.narrowPeak	Tracheal epithelial
GSM1125983	GRHL2	LUNG	Tracheal epithelial cells	194	PRJNA198009_GSM1125983_GRHL2_peaks.narrowPeak	Tracheal epithelial
GSM1125984	GRHL2	LUNG	Tracheal epithelial cells	194	PRJNA198009_GSM1125984_GRHL2_peaks.narrowPeak	Tracheal epithelial
GSM1126875	NR2C2	FIBROBLAST	WI-38	195	PRJNA198233_GSM1126875_NR2C2_peaks.narrowPeak	Lung
GSM1126879	NR2C2	UTERUS	HeLa	196	PRJNA198233_GSM1126879_NR2C2_peaks.narrowPeak	Cervix
GSM1133656	E2F1	BLOOD	OCI-LY1	197	PRJNA201426_GSM1133656_E2F1_peaks.narrowPeak	B cell
GSM1133657	BCL6	BLOOD	OCI-LY1	43	PRJNA201426_GSM1133657_BCL6_peaks.narrowPeak	B cell
GSM1139032	SOX2	GI	KYSE-70	198	PRJNA202445_GSM1139032_SOX2_peaks.narrowPeak	Esophagus
GSM1139035	SOX2	GI	T.T	199	PRJNA202445_GSM1139035_SOX2_peaks.narrowPeak	Thyroid
GSM1139038	SOX2	LUNG	HCC95	200	PRJNA202445_GSM1139038_SOX2_peaks.narrowPeak	Lung
GSM1139041	SOX2	STEMCELL	hESC H9	201	PRJNA202445_GSM1139041_SOX2_peaks.narrowPeak	Stem cell
GSM1145322	ETV1	PROSTATE	LNCAP	202	PRJNA203679_GSM1145322_ETV1_peaks.narrowPeak	Prostate
GSM1146443	SPI1	BLOOD	Macrophages	82	PRJNA205048_GSM1146443_SPI1_peaks.narrowPeak	Macrophage
GSM1146444	SPI1	BLOOD	Macrophages	82	PRJNA205048_GSM1146444_SPI1_peaks.narrowPeak	Macrophage
GSM1151694	GATA6	PANCREAS	PA-TU-8988S	203	PRJNA205985_GSM1151694_GATA6_peaks.narrowPeak	Pancreas
GSM1164144	FOXA1	PROSTATE	DU 145	204	PRJNA208545_GSM1164144_FOXA1_peaks.narrowPeak	Prostate
GSM1164145	FOXA1	PROSTATE	DU 145	204	PRJNA208545_GSM1164145_FOXA1_peaks.narrowPeak	Prostate
GSM1164146	FOXA1	PROSTATE	DU 145	204	PRJNA208545_GSM1164146_FOXA1_peaks.narrowPeak	Prostate
GSM1164147	FOXA1	PROSTATE	DU 145	204	PRJNA208545_GSM1164147_FOXA1_peaks.narrowPeak	Prostate
GSM1164148	FOXA1	PROSTATE	DU 145	204	PRJNA208545_GSM1164148_FOXA1_peaks.narrowPeak	Prostate
GSM1168432	ESR2	BREAST	MCF-7	205	PRJNA209061_GSM1168432_ESR2_peaks.narrowPeak	Breast
